 ,Name,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
1996 - Lilley Georgina & Notley Rebecca,Lilley Georgina & Notley Rebecca,1996,5,2.87,3.45,4.95,7.37,0,23.92,0,0,0
1996 - Little G & Redahaw,Little G & Redahaw,1996,1,0,2.42,0,0,0,0,0,0,0
1996 - Little G & Redshaw John,Little G & Redshaw John,1996,4,1.9,0,3.53,5.85,0,17.57,0,0,0
1996 - Littlehales,Littlehales,1996,1,2.2,0,0,0,0,0,0,0,0
1996 - Lockwood R J & Vaughan R E,Lockwood R J & Vaughan R E,1996,1,0,0,0,0,35.87,0,0,0,0
1996 - Lockyer D R & Smith D N,Lockyer D R & Smith D N,1996,1,0,0,0,0,20.48,0,0,0,0
1996 - Lowe,Lowe,1996,1,0,0,4.07,0,0,0,0,0,0
1996 - Mabbott & Scott,Mabbott & Scott,1996,1,0,0,0,7.47,0,0,0,0,0
1996 - Mackintosh,Mackintosh,1996,2,2.43,0,4.48,0,0,0,0,0,0
1996 - Mackintosh Sarah Louise,Mackintosh Sarah Louise,1996,1,0,0,0,0,0,0,0,0,21.62
1996 - Maclarg R P,Maclarg R P,1996,1,0,0,0,0,0,0,0,0,30.88
1996 - Maddison H R & Stoy Hannah Jane,Maddison H R & Stoy Hannah Jane,1996,1,0,0,0,0,0,25.37,0,0,0
1996 - Mannering,Mannering,1996,2,0,3.4,0,8.07,0,0,0,0,0
1996 - Manson,Manson,1996,1,2.77,0,0,0,0,0,0,0,0
1996 - Martin,Martin,1996,1,1.97,0,0,0,0,0,0,0,0
1996 - Mayhew P,Mayhew P,1996,1,0,2.6,0,0,0,0,0,0,0
1996 - McAllister,McAllister,1996,1,0,2.55,0,0,0,0,0,0,0
1996 - McDonnell,McDonnell,1996,2,4.88,0,0,0,0,0,0,0,0
1996 - McNuff S & Williams,McNuff S & Williams,1996,4,2.48,3.07,4.33,6.97,0,0,0,0,0
1996 - McTaggart Michael,McTaggart Michael,1996,1,0,3.88,0,0,0,0,0,0,0
1996 - Millar,Millar,1996,2,2,2.72,0,0,0,0,0,0,0
1996 - Mirons,Mirons,1996,1,2.07,0,0,0,0,0,0,0,0
1996 - Missen Stan & Purchas Mike,Missen Stan & Purchas Mike,1996,3,1.87,2.4,3.43,0,0,0,0,0,0
1996 - Mitchell A P & Taylor M P,Mitchell A P & Taylor M P,1996,1,0,0,0,0,23.82,0,0,0,0
1996 - Mitchell & Taylor,Mitchell & Taylor,1996,2,0,2.92,4.1,0,0,0,0,0,0
1996 - Morris Angela & Tudor C J,Morris Angela & Tudor C J,1996,1,0,0,0,0,25.05,0,0,0,0
1996 - Morris Antony,Morris Antony,1996,4,2.5,3.25,4.52,7.22,0,0,0,0,0
1996 - Morrissey Jim,Morrissey Jim,1996,1,0,0,0,0,0,0,0,0,18.73
1996 - Mould J & Williams P K,Mould J & Williams P K,1996,1,0,0,0,0,72.33,0,0,0,0
1996 - Mullen S & Worsley S D,Mullen S & Worsley S D,1996,1,0,0,0,0,23.08,0,0,0,0
1996 - Murr Antony & Roberts Graham,Murr Antony & Roberts Graham,1996,1,0,0,0,0,37.12,0,0,0,0
1996 - Newby Rachel & Wood Laura,Newby Rachel & Wood Laura,1996,5,2.73,3.6,5.07,7.33,0,24.75,0,0,0
1996 - Newby S M & Phillips S J,Newby S M & Phillips S J,1996,5,2.15,2.78,3.9,6.18,0,19.02,0,0,0
1996 - Nicholson Leon & Willis L,Nicholson Leon & Willis L,1996,4,1.95,2.43,3.47,5.57,0,0,0,0,0
1996 - Oliver,Oliver,1996,1,2.42,0,0,0,0,0,0,0,0
1996 - Oliver H & Webb Lisa,Oliver H & Webb Lisa,1996,1,0,0,0,0,0,21.32,0,0,0
1996 - Oliver & Webb,Oliver & Webb,1996,3,2.45,0,4.55,6.92,0,0,0,0,0
1996 - Panayi Markus,Panayi Markus,1996,1,0,0,0,0,0,0,0,0,18.57
1996 - Payne M R,Payne M R,1996,1,0,0,0,0,0,0,0,0,25.2
1996 - Perkins M & Scott T,Perkins M & Scott T,1996,1,0,0,0,0,39.18,0,0,0,0
1996 - Pitchley S I W,Pitchley S I W,1996,1,0,0,0,0,0,0,0,0,29.45
1996 - Pitchley S I W & Walker,Pitchley S I W & Walker,1996,1,3.1,0,0,0,0,0,0,0,0
1996 - Potter,Potter,1996,1,2.52,0,0,0,0,0,0,0,0
1996 - Quill Phillip,Quill Phillip,1996,1,1.98,0,0,0,0,0,0,0,0
1996 - Ralph & Ralph Paul,Ralph & Ralph Paul,1996,1,2.18,0,0,0,0,0,0,0,0
1996 - Randall David & Randall M D,Randall David & Randall M D,1996,1,0,0,0,0,0,0,0,22.95,0
1996 - Randall Simon & West P,Randall Simon & West P,1996,1,0,0,0,0,0,0,0,22.55,0
1996 - Ranee,Ranee,1996,2,1.88,2.43,0,0,0,0,0,0,0
1996 - Reeve & Seaford Daniel,Reeve & Seaford Daniel,1996,3,2.02,2.62,3.88,0,0,0,0,0,0
1996 - Restall G & Unwin N,Restall G & Unwin N,1996,4,2.3,2.85,4.02,6.28,0,0,0,0,0
1996 - Restall G & Unwin Nigel,Restall G & Unwin Nigel,1996,1,0,0,0,0,25.03,0,0,0,0
1996 - Rhoades A B & Wells M,Rhoades A B & Wells M,1996,3,2.52,3.07,0,7.1,0,0,0,0,0
1996 - Richards & Smith Tony,Richards & Smith Tony,1996,1,2.72,0,0,0,0,0,0,0,0
1996 - Robinson R A R & Smart S L,Robinson R A R & Smart S L,1996,1,0,0,0,0,0,22.7,0,0,0
1996 - Robson M & Taylor A,Robson M & Taylor A,1996,1,0,0,0,0,25.47,0,0,0,0
1996 - Robson & Taylor,Robson & Taylor,1996,4,2.28,2.92,4.28,6.38,0,0,0,0,0
1996 - Rodinger Heinz,Rodinger Heinz,1996,1,0,0,0,0,0,0,0,0,21.85
1996 - Rogers Jeanna & Ward C M,Rogers Jeanna & Ward C M,1996,1,0,0,0,0,34.8,0,0,0,0
1996 - Rose Andrew & Street,Rose Andrew & Street,1996,1,0,0,0,6.52,0,0,0,0,0
1996 - Ross A D,Ross A D,1996,4,2.33,3.03,4.3,6.77,0,0,0,0,0
1996 - Ross A & Street,Ross A & Street,1996,3,2.53,3.18,4.68,0,0,0,0,0,0
1996 - Ross A & Street R,Ross A & Street R,1996,1,0,0,0,0,0,20.78,0,0,0
1996 - Rowley,Rowley,1996,1,2.87,0,0,0,0,0,0,0,0
1996 - Russell K J,Russell K J,1996,2,0,3.27,0,0,0,0,0,0,23.82
1996 - Russell P A,Russell P A,1996,1,0,0,4.88,0,0,0,0,0,0
1996 - Savage,Savage,1996,2,2.45,3.05,0,0,0,0,0,0,0
1996 - Sawyer B C,Sawyer B C,1996,1,0,0,4.6,0,0,0,0,0,0
1996 - Schoen Norbert & Seymour A P,Schoen Norbert & Seymour A P,1996,1,0,0,0,0,27.67,0,0,0,0
1996 - Seward Dave,Seward Dave,1996,1,2.2,0,0,0,0,0,0,0,0
1996 - Shoesmith P & Snell D,Shoesmith P & Snell D,1996,2,3.95,0,0,0,50.25,0,0,0,0
1996 - Simpson,Simpson,1996,1,2.33,0,0,0,0,0,0,0,0
1996 - Smith S & Taylor R,Smith S & Taylor R,1996,1,0,0,0,0,28.58,0,0,0,0
1996 - Smith Tony & Taylor,Smith Tony & Taylor,1996,3,0,3.33,4.43,6.95,0,0,0,0,0
1996 - Snook G,Snook G,1996,3,2.4,0,4.62,0,0,0,0,0,21.48
1996 - Spokes S J & Standbrook I,Spokes S J & Standbrook I,1996,1,0,0,0,0,45.3,0,0,0,0
1996 - Stearn,Stearn,1996,1,2.07,0,0,0,0,0,0,0,0
1996 - Steele C A J & Taylor I R,Steele C A J & Taylor I R,1996,3,0,0,4.43,7,27.3,0,0,0,0
1996 - Steele C A J & Taylor W I,Steele C A J & Taylor W I,1996,1,0,3.18,0,0,0,0,0,0,0
1996 - Surrage & Surrage,Surrage & Surrage,1996,1,2.4,0,0,0,0,0,0,0,0
1996 - Swietochowski A S,Swietochowski A S,1996,2,0,3.1,4.35,0,0,0,0,0,0
1996 - Sykes Jason,Sykes Jason,1996,1,2.62,0,0,0,0,0,0,0,0
1996 - Thomas,Thomas,1996,2,5.43,0,0,0,0,0,0,0,0
1996 - Thompson R & Wilcox P C,Thompson R & Wilcox P C,1996,1,0,0,0,0,37.05,0,0,0,0
1996 - Tomlins,Tomlins,1996,3,1.87,2.48,3.45,0,0,0,0,0,0
1996 - Toomey Paul,Toomey Paul,1996,1,2.07,0,0,0,0,0,0,0,0
1996 - Toovey J P,Toovey J P,1996,2,0,0,3.95,6.32,0,0,0,0,0
1996 - Treadgold James,Treadgold James,1996,1,0,0,3.6,0,0,0,0,0,0
1996 - Tuck,Tuck,1996,2,0,0,5.4,8.75,0,0,0,0,0
1996 - Tuck Marion Antonia,Tuck Marion Antonia,1996,1,0,0,0,0,0,0,0,0,28.32
1996 - Tuffley Nigel,Tuffley Nigel,1996,2,2.42,3.1,0,0,0,0,0,0,0
1996 - Vepsalainen Tt,Vepsalainen Tt,1996,1,0,0,0,0,0,0,0,0,21.33
1996 - Vincent & Webb,Vincent & Webb,1996,3,2.65,3.42,4.95,0,0,0,0,0,0
1996 - Warrick B & Wear J M,Warrick B & Wear J M,1996,1,0,0,0,0,0,23.23,0,0,0
1996 - Warrick & Wear,Warrick & Wear,1996,1,2.45,0,0,0,0,0,0,0,0
1996 - Watkins,Watkins,1996,3,1.85,4.72,0,0,0,0,0,0,0
1996 - Wesley,Wesley,1996,1,0,2.93,0,0,0,0,0,0,0
1996 - Whisham,Whisham,1996,1,0,0,0,8.1,0,0,0,0,0
1996 - White Mieke Inge & White T S,White Mieke Inge & White T S,1996,1,0,0,0,0,35.6,0,0,0,0
1996 - Wilkins,Wilkins,1996,1,2.57,0,0,0,0,0,0,0,0
1996 - Willems J,Willems J,1996,1,0,0,0,0,0,0,0,0,20.83
1996 - Windmill Stephen,Windmill Stephen,1996,1,2.15,0,0,0,0,0,0,0,0
1996 - Woodhead D,Woodhead D,1996,2,2.07,0,0,0,0,0,0,0,19.55
1996 - Yarnold,Yarnold,1996,1,3.18,0,0,0,0,0,0,0,0
1997 - Abrams & Sewell,Abrams & Sewell,1997,2,0,0,3.95,6.03,0,0,0,0,0
1997 - Acreman Malcolm & Waterhouse G,Acreman Malcolm & Waterhouse G,1997,1,0,0,0,0,0,0,0,22.15,0
1997 - Acreman & Waterhouse,Acreman & Waterhouse,1997,4,2.52,3.33,4.37,6.77,0,0,0,0,0
1997 - Addington Lesley & Mullins,Addington Lesley & Mullins,1997,1,0,0,4.28,0,0,0,0,0,0
1997 - Addington Lesley & Mullins Jacqui,Addington Lesley & Mullins Jacqui,1997,2,2.5,0,0,6.57,0,0,0,0,0
1997 - Addington & Lilley Georgina,Addington & Lilley Georgina,1997,1,0,3.1,0,0,0,0,0,0,0
1997 - Adlam D A & James M A,Adlam D A & James M A,1997,1,0,0,0,0,29.67,0,0,0,0
1997 - Ager Richard,Ager Richard,1997,2,1.95,0,3.33,0,0,0,0,0,0
1997 - Ahern L C & Bovill G,Ahern L C & Bovill G,1997,3,2.77,0,4.42,0,0,22.2,0,0,0
1997 - Ainsworth P & Coulson Andrew,Ainsworth P & Coulson Andrew,1997,1,0,0,0,0,30.03,0,0,0,0
1997 - Alexander & Fitzpatrick,Alexander & Fitzpatrick,1997,2,0,0,3.38,5.18,0,0,0,0,0
1997 - Alexander & Morley,Alexander & Morley,1997,1,1.92,0,0,0,0,0,0,0,0
1997 - Allen C M & Trump D,Allen C M & Trump D,1997,1,0,0,0,0,40.9,0,0,0,0
1997 - Allen Heather & Casale R,Allen Heather & Casale R,1997,1,0,0,0,0,55.07,0,0,0,0
1997 - Allewell C & Cliff,Allewell C & Cliff,1997,2,0,3,3.65,0,0,0,0,0,0
1997 - Allewell C & Firth,Allewell C & Firth,1997,1,0,0,0,5.82,0,0,0,0,0
1997 - Allewell C & Frith M D,Allewell C & Frith M D,1997,1,0,0,0,0,21.2,0,0,0,0
1997 - Anderson David & Brown A,Anderson David & Brown A,1997,1,0,0,0,0,0,20.3,0,0,0
1997 - Anderson & Brown,Anderson & Brown,1997,4,2.17,2.93,3.83,5.98,0,0,0,0,0
1997 - Artal,Artal,1997,1,0,3.12,0,0,0,0,0,0,0
1997 - Avery,Avery,1997,1,0,0,4.35,0,0,0,0,0,0
1997 - Ayle Tt C P F & Ledwich,Ayle Tt C P F & Ledwich,1997,1,2.37,0,0,0,0,0,0,0,0
1997 - Aylett C P F,Aylett C P F,1997,1,0,0,0,0,0,0,0,0,22.98
1997 - Aylward B & Borman R,Aylward B & Borman R,1997,1,0,0,0,0,24.7,0,0,0,0
1997 - Ayre R A & Pearce A C,Ayre R A & Pearce A C,1997,1,0,0,0,0,33.63,0,0,0,0
1997 - Badelek John,Badelek John,1997,1,0,3.05,0,0,0,0,0,0,0
1997 - Baggs & Bateman L,Baggs & Bateman L,1997,1,2.62,0,0,0,0,0,0,0,0
1997 - Bagley & Kingman P,Bagley & Kingman P,1997,1,1.93,0,0,0,0,0,0,0,0
1997 - Bagshaw Steve,Bagshaw Steve,1997,1,1.88,0,0,0,0,0,0,0,0
1997 - Bagshaw Steve & Griffin Donna Michelle,Bagshaw Steve & Griffin Donna Michelle,1997,2,0,2.65,3.48,0,0,0,0,0,0
1997 - Bailey P & Fox L,Bailey P & Fox L,1997,1,0,0,0,0,39.82,0,0,0,0
1997 - Bainton E & Still E,Bainton E & Still E,1997,3,1.97,0,3.3,5.1,0,0,0,0,0
1997 - Bainton E & Still G,Bainton E & Still G,1997,1,0,0,0,0,0,17.5,0,0,0
1997 - Baker,Baker,1997,2,1.8,2.33,0,0,0,0,0,0,0
1997 - Baker A & Hunter B,Baker A & Hunter B,1997,1,0,0,0,0,33.83,0,0,0,0
1997 - Baker Christine,Baker Christine,1997,1,0,0,0,0,0,0,0,0,26.18
1997 - Baker S M & Sellwood Danielle,Baker S M & Sellwood Danielle,1997,3,0,0,3.15,4.73,18.77,0,0,0,0
1997 - Bale & Webb,Bale & Webb,1997,1,2.07,0,0,0,0,0,0,0,0
1997 - Ball & Cook,Ball & Cook,1997,3,2.3,2.8,0,5.57,0,0,0,0,0
1997 - Banbury J O M & Briggs Charmody Elizabeth,Banbury J O M & Briggs Charmody Elizabeth,1997,1,0,0,0,0,0,22.27,0,0,0
1997 - Bannister J & Johnson B,Bannister J & Johnson B,1997,1,0,0,0,0,0,19.02,0,0,0
1997 - Bannister & Gibbison,Bannister & Gibbison,1997,1,2.1,0,0,0,0,0,0,0,0
1997 - Bannister & Johnson,Bannister & Johnson,1997,1,0,0,3.82,0,0,0,0,0,0
1997 - Bapty Sonja,Bapty Sonja,1997,3,2.25,2.73,3.78,0,0,0,0,0,0
1997 - Barnes Naomi & Stow,Barnes Naomi & Stow,1997,1,1.98,0,0,0,0,0,0,0,0
1997 - Barnes Peter,Barnes Peter,1997,3,2.25,2.88,3.83,0,0,0,0,0,0
1997 - Barrell & Hayday Sharon,Barrell & Hayday Sharon,1997,1,2.5,0,0,0,0,0,0,0,0
1997 - Barshaw S A & Griffin Donna Michelle,Barshaw S A & Griffin Donna Michelle,1997,1,0,0,0,0,21.2,0,0,0,0
1997 - Basey A G & Mathews N D,Basey A G & Mathews N D,1997,2,0,0,4.43,0,0,23.77,0,0,0
1997 - Bashir A & Hussain S,Bashir A & Hussain S,1997,1,0,0,0,0,0,25.12,0,0,0
1997 - Bateman L & Ryan M S,Bateman L & Ryan M S,1997,1,0,0,0,0,0,25.57,0,0,0
1997 - Bateman L & Ryan Mark,Bateman L & Ryan Mark,1997,1,0,0,0,7.22,0,0,0,0,0
1997 - Batho W & Gout R,Batho W & Gout R,1997,1,0,0,0,0,0,20.78,0,0,0
1997 - Baylisa & Wiltshire P D,Baylisa & Wiltshire P D,1997,1,0,0,0,5.47,0,0,0,0,0
1997 - Beadles Suzanne & Wood Laura,Beadles Suzanne & Wood Laura,1997,1,0,0,0,0,0,23.83,0,0,0
1997 - Beadles & Pearce Alison,Beadles & Pearce Alison,1997,1,0,3.15,0,0,0,0,0,0,0
1997 - Beadles & Wood,Beadles & Wood,1997,3,2.92,0,4.52,6.87,0,0,0,0,0
1997 - Beagley Tania Jane & Warren Katie Joanne,Beagley Tania Jane & Warren Katie Joanne,1997,1,0,0,0,0,0,28.23,0,0,0
1997 - Beall A R & Mould J,Beall A R & Mould J,1997,1,0,0,0,0,60.63,0,0,0,0
1997 - Beall & Faber,Beall & Faber,1997,1,0,0,4.62,0,0,0,0,0,0
1997 - Beare D A & Cole D R,Beare D A & Cole D R,1997,3,2.68,0,4.62,0,0,25.35,0,0,0
1997 - Beaver Tim E,Beaver Tim E,1997,1,0,0,0,0,0,0,0,0,18.95
1997 - Beazley Daniel,Beazley Daniel,1997,2,1.78,0,3.05,0,0,0,0,0,0
1997 - Bedford,Bedford,1997,4,2.08,2.55,3.33,5.25,0,0,0,0,0
1997 - Beer,Beer,1997,2,2.6,3.45,0,0,0,0,0,0,0
1997 - Bell,Bell,1997,1,2.5,0,0,0,0,0,0,0,0
1997 - Bell C J & Mackay,Bell C J & Mackay,1997,4,2.6,3.23,4.42,6.9,0,0,0,0,0
1997 - Bell Roger & Stanway,Bell Roger & Stanway,1997,1,2.25,0,0,0,0,0,0,0,0
1997 - Benton M & Marshall P J,Benton M & Marshall P J,1997,1,0,0,0,0,30.47,0,0,0,0
1997 - Benton & Foster,Benton & Foster,1997,1,0,0,4.07,0,0,0,0,0,0
1997 - Benton & Marshall,Benton & Marshall,1997,1,0,0,0,7.22,0,0,0,0,0
1997 - Berry D M & Turnbull M,Berry D M & Turnbull M,1997,1,0,0,0,0,0,24.82,0,0,0
1997 - Bickersmith A & Logan A G,Bickersmith A & Logan A G,1997,1,0,0,0,0,21.97,0,0,0,0
1997 - Bickersteth & Van Rooyeh,Bickersteth & Van Rooyeh,1997,1,2.52,0,0,0,0,0,0,0,0
1997 - Black Dave & Ince A J,Black Dave & Ince A J,1997,2,0,0,0,5.92,22,0,0,0,0
1997 - Blackman,Blackman,1997,1,0,2.77,0,0,0,0,0,0,0
1997 - Blackwell,Blackwell,1997,4,2.2,2.8,3.72,5.8,0,0,0,0,0
1997 - Blackwell Stephen,Blackwell Stephen,1997,1,0,0,0,0,0,0,0,0,19.67
1997 - Blake G D & Denham Pat,Blake G D & Denham Pat,1997,1,2.28,0,0,0,0,0,0,0,0
1997 - Blatchly A Mark,Blatchly A Mark,1997,1,2.12,0,0,0,0,0,0,0,0
1997 - Blatchly A Mark & Lancaster,Blatchly A Mark & Lancaster,1997,1,0,0,3.57,0,0,0,0,0,0
1997 - Blatchly A Mark & Lankester T J R,Blatchly A Mark & Lankester T J R,1997,1,0,0,0,0,20.9,0,0,0,0
1997 - Blessley & Carne,Blessley & Carne,1997,1,0,0,4.78,0,0,0,0,0,0
1997 - Blocke A & Flynn M,Blocke A & Flynn M,1997,1,0,0,0,0,28.62,0,0,0,0
1997 - Blocke Dave & Flynn Dave,Blocke Dave & Flynn Dave,1997,1,0,0,0,6.62,0,0,0,0,0
1997 - Blrnie & Driscoll R J,Blrnie & Driscoll R J,1997,1,0,0,4.17,0,0,0,0,0,0
1997 - Blyth,Blyth,1997,3,1.8,2.3,2.9,0,0,0,0,0,0
1997 - Boatman Esther Jean,Boatman Esther Jean,1997,2,2.98,3.88,0,0,0,0,0,0,0
1997 - Boatman Esther Jean & Lemin Jim,Boatman Esther Jean & Lemin Jim,1997,2,0,0,4.37,0,26.75,0,0,0,0
1997 - Bolt A A & Coplestone D H,Bolt A A & Coplestone D H,1997,1,0,0,0,0,0,20.52,0,0,0
1997 - Bonin-Casey P & Harris Dan,Bonin-Casey P & Harris Dan,1997,4,2.33,3.2,0,5.38,21.17,0,0,0,0
1997 - Bowditch Ian & Finch S,Bowditch Ian & Finch S,1997,1,0,0,0,0,25.43,0,0,0,0
1997 - Bowditch & Finch,Bowditch & Finch,1997,3,0,3,4.15,6.27,0,0,0,0,0
1997 - Bowdler R H & Daplyn C,Bowdler R H & Daplyn C,1997,1,0,0,0,0,0,28.25,0,0,0
1997 - Bowles Philip & Richardson David,Bowles Philip & Richardson David,1997,2,2.18,0,3.68,0,0,0,0,0,0
1997 - Boxall-hunt B & Everitt M,Boxall-hunt B & Everitt M,1997,4,0,3.17,4.22,6.83,34.47,0,0,0,0
1997 - Boycott B J & Chapman A G,Boycott B J & Chapman A G,1997,1,0,0,0,0,30.48,0,0,0,0
1997 - Boyle Nicola & Kelly Dawn,Boyle Nicola & Kelly Dawn,1997,1,0,0,0,0,73.45,0,0,0,0
1997 - Braithwaite B J & Paget Kathryn,Braithwaite B J & Paget Kathryn,1997,1,0,0,0,0,0,24.95,0,0,0
1997 - Bray O M & Mitchell M J,Bray O M & Mitchell M J,1997,1,0,0,0,0,26.77,0,0,0,0
1997 - Bray Peter D J,Bray Peter D J,1997,1,0,3.07,0,0,0,0,0,0,0
1997 - Bray Peter D J & Siegel Dave,Bray Peter D J & Siegel Dave,1997,2,0,0,0,5.63,22.5,0,0,0,0
1997 - Bridgewater Amanda Michelle & Nicholls D A,Bridgewater Amanda Michelle & Nicholls D A,1997,1,0,0,0,0,0,27.08,0,0,0
1997 - Bridgewater D A & Nicholls D A,Bridgewater D A & Nicholls D A,1997,4,3.02,3.67,4.87,7.85,0,0,0,0,0
1997 - Brif’Stock & Woodhead,Brif’Stock & Woodhead,1997,1,0,0,4.13,0,0,0,0,0,0
1997 - Brigstock & Woodhead,Brigstock & Woodhead,1997,1,2.4,0,0,0,0,0,0,0,0
1997 - Bristow G & Rule C,Bristow G & Rule C,1997,1,0,0,0,0,25.23,0,0,0,0
1997 - Brough Heather,Brough Heather,1997,5,2.2,2.78,3.6,5.37,0,0,0,0,18.03
1997 - Brown A P & Carvalho A J,Brown A P & Carvalho A J,1997,1,0,0,0,0,0,30.32,0,0,0
1997 - Bruce D R & Ringer I M,Bruce D R & Ringer I M,1997,1,0,0,0,0,0,24.88,0,0,0
1997 - Buck C & Buck M R,Buck C & Buck M R,1997,1,0,0,0,0,28.58,0,0,0,0
1997 - Burbridge Peter,Burbridge Peter,1997,1,1.98,0,0,0,0,0,0,0,0
1997 - Burgess & Handyside,Burgess & Handyside,1997,1,0,0,0,5.33,0,0,0,0,0
1997 - Burgoyne A,Burgoyne A,1997,1,2.03,0,0,0,0,0,0,0,0
1997 - Burns S & Walker D J,Burns S & Walker D J,1997,1,0,0,0,0,38.65,0,0,0,0
1997 - Bushell J A & Bushell M E,Bushell J A & Bushell M E,1997,1,0,0,0,0,25.68,0,0,0,0
1997 - Bushell R D,Bushell R D,1997,3,1.9,0,3,0,0,0,0,0,16.8
1997 - Butler,Butler,1997,2,0,2.33,3.12,0,0,0,0,0,0
1997 - Butler D M & Osborne J M,Butler D M & Osborne J M,1997,1,0,0,0,0,0,20.7,0,0,0
1997 - Byam-Shaw,Byam-Shaw,1997,4,2.7,3.33,4.55,7.28,0,0,0,0,0
1997 - Caesar E W & Hutchinson J J,Caesar E W & Hutchinson J J,1997,1,0,0,0,0,0,0,0,22.72,0
1997 - Cahill S & Martin Sean,Cahill S & Martin Sean,1997,1,0,0,0,0,19.27,0,0,0,0
1997 - Calcutt J & Macqueen A,Calcutt J & Macqueen A,1997,1,0,0,0,0,0,26.4,0,0,0
1997 - Cameron Chris & Watcyn-Jones Ben,Cameron Chris & Watcyn-Jones Ben,1997,3,2.52,0,4.32,0,0,21.38,0,0,0
1997 - Campbell,Campbell,1997,1,0,0,5.35,0,0,0,0,0,0
1997 - Campbell Robert H,Campbell Robert H,1997,1,0,0,0,0,0,0,0,0,25.48
1997 - Campbell & Cole,Campbell & Cole,1997,1,0,0,0,6.97,0,0,0,0,0
1997 - Campbell & Heitmuller,Campbell & Heitmuller,1997,1,2.65,0,0,0,0,0,0,0,0
1997 - Capps Duncan & Hoborough Paul,Capps Duncan & Hoborough Paul,1997,1,1.7,0,0,0,0,0,0,0,0
1997 - Carroll & Larwood,Carroll & Larwood,1997,1,2.62,0,0,0,0,0,0,0,0
1997 - Carter,Carter,1997,2,0,2.83,3.67,0,0,0,0,0,0
1997 - Carter C,Carter C,1997,1,0,0,0,0,0,0,0,0,19.32
1997 - Carter Steve & Knowles D G,Carter Steve & Knowles D G,1997,5,1.97,2.62,3.38,5.22,20.83,0,0,0,0
1997 - Catchlove R A F & Elliott R N,Catchlove R A F & Elliott R N,1997,2,0,0,3.28,0,20.57,0,0,0,0
1997 - Cattle & Gray,Cattle & Gray,1997,1,2.13,0,0,0,0,0,0,0,0
1997 - Cave P W,Cave P W,1997,1,0,0,0,0,0,0,0,0,21.58
1997 - Ceasar & Hutchinson,Ceasar & Hutchinson,1997,1,0,0,4.48,0,0,0,0,0,0
1997 - Challacombe S & Haynes,Challacombe S & Haynes,1997,1,2.02,0,0,0,0,0,0,0,0
1997 - Chambers,Chambers,1997,2,2.88,4.17,0,0,0,0,0,0,0
1997 - Chapman R & Southway Michael,Chapman R & Southway Michael,1997,4,2.65,0,4.27,6.47,28.92,0,0,0,0
1997 - Chapman S M & McAllister-Hewlings D,Chapman S M & McAllister-Hewlings D,1997,1,0,0,0,0,20.3,0,0,0,0
1997 - Chapman & Hewlings David,Chapman & Hewlings David,1997,3,1.88,2.33,3.1,0,0,0,0,0,0
1997 - Chapman & Moorhouse,Chapman & Moorhouse,1997,1,3.38,0,0,0,0,0,0,0,0
1997 - Charlton M & Commins A P,Charlton M & Commins A P,1997,1,0,0,0,0,28.27,0,0,0,0
1997 - Charnock R & Player J,Charnock R & Player J,1997,5,2.12,2.67,3.53,5.48,21.53,0,0,0,0
1997 - Cheyne C & Pilgrim L,Cheyne C & Pilgrim L,1997,5,1.78,2.35,3.07,4.82,0,16.9,0,0,0
1997 - Childs,Childs,1997,2,2.55,3.22,0,0,0,0,0,0,0
1997 - Childs C J & Spinks R H,Childs C J & Spinks R H,1997,1,0,0,0,0,30.2,0,0,0,0
1997 - Chittock Darah Jane & Chittock J M,Chittock Darah Jane & Chittock J M,1997,1,0,0,0,0,0,0,0,26.37,0
1997 - Clapham J & Woodhouse R,Clapham J & Woodhouse R,1997,3,0,3.75,5.2,0,0,27.27,0,0,0
1997 - Claridge M R & Holyoake,Claridge M R & Holyoake,1997,1,0,0,4.43,0,0,0,0,0,0
1997 - Claridge S J & Holyoake M D,Claridge S J & Holyoake M D,1997,1,0,0,0,0,0,24.35,0,0,0
1997 - Clark,Clark,1997,2,2.5,3.33,0,0,0,0,0,0,0
1997 - Clarke P & Jackson H E,Clarke P & Jackson H E,1997,1,0,0,0,0,0,23.25,0,0,0
1997 - Clarke & Jackson P,Clarke & Jackson P,1997,2,0,3.6,4.55,0,0,0,0,0,0
1997 - Clooney I & Williams P I,Clooney I & Williams P I,1997,1,0,0,0,0,28.88,0,0,0,0
1997 - Close Charlotte & Taylor T H R,Close Charlotte & Taylor T H R,1997,2,0,0,4.72,0,0,25.22,0,0,0
1997 - Cluff PD & Vaughan K T,Cluff PD & Vaughan K T,1997,1,0,0,0,0,21.03,0,0,0,0
1997 - Coates N A,Coates N A,1997,3,2.12,0,3.68,0,0,0,0,0,19.47
1997 - Cockerill I M & Cook M J,Cockerill I M & Cook M J,1997,1,0,0,0,0,0,28.45,0,0,0
1997 - Cole D M & Dobson A S C,Cole D M & Dobson A S C,1997,3,3.35,0,4.18,0,28.43,0,0,0,0
1997 - Cole & Kerton,Cole & Kerton,1997,3,2.52,3.3,4.37,0,0,0,0,0,0
1997 - Coleman Andrew & Wibrew Michael,Coleman Andrew & Wibrew Michael,1997,3,1.85,2.35,3.2,0,0,0,0,0,0
